"library","version","artifact","publishDate","latestPatch","latestPatchPublishDate","patchStatus","groupId","versionTotalCveCount","versionCriticalCveCount","versionHighCveCount","latestPatchTotalCveCount","latestPatchCriticalCveCount","latestPatchHighCveCount","daysBetweenManagedAndLatestVersions","daysSinceLatestPatch"
"kafka-streams-test-utils","3.1.2","kafka-streams-test-utils","2022-09-02","3.1.2","2022-09-02","up-to-date","org.apache.kafka","0","0","0","0","0","0","0","1243"
"kafka-tools","3.1.2","kafka-tools","2022-09-02","3.1.2","2022-09-02","up-to-date","org.apache.kafka","0","0","0","0","0","0","0","1243"
"kafka_2.12","3.1.2","kafka_2.12","2022-09-02","3.1.2","2022-09-02","up-to-date","org.apache.kafka","3","0","2","3","0","2","0","1243"
"kafka_2.13","3.1.2","kafka_2.13","2022-09-02","3.1.2","2022-09-02","up-to-date","org.apache.kafka","3","0","2","3","0","2","0","1243"
"trogdor","3.1.2","trogdor","2022-09-02","3.1.2","2022-09-02","up-to-date","org.apache.kafka","0","0","0","0","0","0","0","1243"
"log4j-1.2-api","2.17.2","log4j-1.2-api","2022-02-23","2.17.2","2022-02-23","up-to-date","org.apache.logging.log4j","0","0","0","0","0","0","0","1434"
"log4j-api","2.17.2","log4j-api","2022-02-23","2.17.2","2022-02-23","up-to-date","org.apache.logging.log4j","0","0","0","0","0","0","0","1434"
"log4j-appserver","2.17.2","log4j-appserver","2022-02-23","2.17.2","2022-02-23","up-to-date","org.apache.logging.log4j","0","0","0","0","0","0","0","1434"
"log4j-cassandra","2.17.2","log4j-cassandra","2022-02-23","2.17.2","2022-02-23","up-to-date","org.apache.logging.log4j","0","0","0","0","0","0","0","1434"
"log4j-core","2.17.2","log4j-core","2022-02-23","2.17.2","2022-02-23","up-to-date","org.apache.logging.log4j","1","0","0","1","0","0","0","1434"
"log4j-couchdb","2.17.2","log4j-couchdb","2022-02-23","2.17.2","2022-02-23","up-to-date","org.apache.logging.log4j","0","0","0","0","0","0","0","1434"
"log4j-docker","2.17.2","log4j-docker","2022-02-23","2.17.2","2022-02-23","up-to-date","org.apache.logging.log4j","0","0","0","0","0","0","0","1434"
"log4j-flume-ng","2.17.2","log4j-flume-ng","2022-02-23","2.17.2","2022-02-23","up-to-date","org.apache.logging.log4j","0","0","0","0","0","0","0","1434"
"log4j-iostreams","2.17.2","log4j-iostreams","2022-02-23","2.17.2","2022-02-23","up-to-date","org.apache.logging.log4j","0","0","0","0","0","0","0","1434"
"log4j-jcl","2.17.2","log4j-jcl","2022-02-23","2.17.2","2022-02-23","up-to-date","org.apache.logging.log4j","0","0","0","0","0","0","0","1434"
"log4j-jmx-gui","2.17.2","log4j-jmx-gui","2022-02-23","2.17.2","2022-02-23","up-to-date","org.apache.logging.log4j","0","0","0","0","0","0","0","1434"
"log4j-jpa","2.17.2","log4j-jpa","2022-02-23","2.17.2","2022-02-23","up-to-date","org.apache.logging.log4j","0","0","0","0","0","0","0","1434"
"log4j-jpl","2.17.2","log4j-jpl","2022-02-23","2.17.2","2022-02-23","up-to-date","org.apache.logging.log4j","0","0","0","0","0","0","0","1434"
"log4j-jul","2.17.2","log4j-jul","2022-02-23","2.17.2","2022-02-23","up-to-date","org.apache.logging.log4j","0","0","0","0","0","0","0","1434"
"log4j-kubernetes","2.17.2","log4j-kubernetes","2022-02-23","2.17.2","2022-02-23","up-to-date","org.apache.logging.log4j","0","0","0","0","0","0","0","1434"
"log4j-layout-template-json","2.17.2","log4j-layout-template-json","2022-02-23","2.17.2","2022-02-23","up-to-date","org.apache.logging.log4j","0","0","0","0","0","0","0","1434"
"log4j-liquibase","2.17.2","log4j-liquibase","2022-02-23","2.17.2","2022-02-23","up-to-date","org.apache.logging.log4j","0","0","0","0","0","0","0","1434"
"log4j-mongodb3","2.17.2","log4j-mongodb3","2022-02-23","2.17.2","2022-02-23","up-to-date","org.apache.logging.log4j","0","0","0","0","0","0","0","1434"
"log4j-mongodb4","2.17.2","log4j-mongodb4","2022-02-23","2.17.2","2022-02-23","up-to-date","org.apache.logging.log4j","0","0","0","0","0","0","0","1434"
"log4j-slf4j-impl","2.17.2","log4j-slf4j-impl","2022-02-23","2.17.2","2022-02-23","up-to-date","org.apache.logging.log4j","0","0","0","0","0","0","0","1434"
"log4j-slf4j18-impl","2.17.2","log4j-slf4j18-impl","2022-02-23","2.17.2","2022-02-23","up-to-date","org.apache.logging.log4j","0","0","0","0","0","0","0","1434"
"log4j-spring-boot","2.17.2","log4j-spring-boot","2022-02-23","2.17.2","2022-02-23","up-to-date","org.apache.logging.log4j","0","0","0","0","0","0","0","1434"
"log4j-spring-cloud-config-client","2.17.2","log4j-spring-cloud-config-client","2022-02-23","2.17.2","2022-02-23","up-to-date","org.apache.logging.log4j","0","0","0","0","0","0","0","1434"
"log4j-taglib","2.17.2","log4j-taglib","2022-02-23","2.17.2","2022-02-23","up-to-date","org.apache.logging.log4j","0","0","0","0","0","0","0","1434"
"log4j-to-slf4j","2.17.2","log4j-to-slf4j","2022-02-23","2.17.2","2022-02-23","up-to-date","org.apache.logging.log4j","0","0","0","0","0","0","0","1434"
"log4j-web","2.17.2","log4j-web","2022-02-23","2.17.2","2022-02-23","up-to-date","org.apache.logging.log4j","0","0","0","0","0","0","0","1434"
"solr-analysis-extras","8.11.2","solr-analysis-extras","2022-06-17","8.11.4","2024-09-24","update-available","org.apache.solr","0","0","0","0","0","0","830","490"
"solr-analytics","8.11.2","solr-analytics","2022-06-17","8.11.4","2024-09-24","update-available","org.apache.solr","0","0","0","0","0","0","830","490"
"solr-cell","8.11.2","solr-cell","2022-06-17","8.11.4","2024-09-24","update-available","org.apache.solr","0","0","0","0","0","0","830","490"
"solr-core","8.11.2","solr-core","2022-06-17","8.11.4","2024-09-24","update-available","org.apache.solr","7","0","5","4","0","3","830","490"
"solr-dataimporthandler","8.11.2","solr-dataimporthandler","2022-06-17","8.11.4","2024-09-24","update-available","org.apache.solr","0","0","0","0","0","0","830","490"
"solr-dataimporthandler-extras","8.11.2","solr-dataimporthandler-extras","2022-06-17","8.11.4","2024-09-24","update-available","org.apache.solr","0","0","0","0","0","0","830","490"
"solr-gcs-repository","8.11.2","solr-gcs-repository","2022-06-17","8.11.4","2024-09-24","update-available","org.apache.solr","0","0","0","0","0","0","830","490"
"solr-jaegertracer-configurator","8.11.2","solr-jaegertracer-configurator","2022-06-17","8.11.4","2024-09-24","update-available","org.apache.solr","0","0","0","0","0","0","830","490"
"solr-langid","8.11.2","solr-langid","2022-06-17","8.11.4","2024-09-24","update-available","org.apache.solr","0","0","0","0","0","0","830","490"
"solr-ltr","8.11.2","solr-ltr","2022-06-17","8.11.4","2024-09-24","update-available","org.apache.solr","0","0","0","0","0","0","830","490"
"solr-prometheus-exporter","8.11.2","solr-prometheus-exporter","2022-06-17","8.11.4","2024-09-24","update-available","org.apache.solr","0","0","0","0","0","0","830","490"
"solr-s3-repository","8.11.2","solr-s3-repository","2022-06-17","8.11.4","2024-09-24","update-available","org.apache.solr","0","0","0","0","0","0","830","490"
"solr-solrj","8.11.2","solr-solrj","2022-06-17","8.11.4","2024-09-24","update-available","org.apache.solr","1","0","0","0","0","0","830","490"
"solr-test-framework","8.11.2","solr-test-framework","2022-06-17","8.11.4","2024-09-24","update-available","org.apache.solr","0","0","0","0","0","0","830","490"
"solr-velocity","8.11.2","solr-velocity","2022-06-17","8.11.4","2024-09-24","update-available","org.apache.solr","0","0","0","0","0","0","830","490"
"tomcat-annotations-api","9.0.83","tomcat-annotations-api","2023-11-09","9.0.115","2026-01-21","update-available","org.apache.tomcat","0","0","0","0","0","0","804","6"
"tomcat-jdbc","9.0.83","tomcat-jdbc","2023-11-09","9.0.115","2026-01-21","update-available","org.apache.tomcat","0","0","0","0","0","0","804","6"
"tomcat-jsp-api","9.0.83","tomcat-jsp-api","2023-11-09","9.0.115","2026-01-21","update-available","org.apache.tomcat","0","0","0","0","0","0","804","6"
"tomcat-embed-core","9.0.83","tomcat-embed-core","2023-11-09","9.0.115","2026-01-21","update-available","org.apache.tomcat.embed","15","1","6","0","0","0","804","6"
"tomcat-embed-el","9.0.83","tomcat-embed-el","2023-11-09","9.0.115","unknown","update-available","org.apache.tomcat.embed","0","0","0","0","0","0","",""
"tomcat-embed-jasper","9.0.83","tomcat-embed-jasper","2023-11-09","9.0.115","unknown","update-available","org.apache.tomcat.embed","0","0","0","0","0","0","",""
"tomcat-embed-websocket","9.0.83","tomcat-embed-websocket","2023-11-09","9.0.115","2026-01-21","update-available","org.apache.tomcat.embed","1","0","0","0","0","0","804","6"
"aspectjrt","1.9.7","aspectjrt","2021-06-24","1.9.25","unknown","update-available","org.aspectj","0","0","0","0","0","0","",""
"aspectjtools","1.9.7","aspectjtools","2021-06-24","1.9.25","unknown","update-available","org.aspectj","0","0","0","0","0","0","",""
"aspectjweaver","1.9.7","aspectjweaver","2021-06-24","1.9.25","unknown","update-available","org.aspectj","0","0","0","0","0","0","",""
"assertj-core","3.22.0","assertj-core","2022-01-02","3.22.0","2022-01-02","up-to-date","org.assertj","1","0","1","1","0","1","0","1486"
"awaitility","4.2.0","awaitility","2022-03-04","4.2.2","2024-08-07","update-available","org.awaitility","0","0","0","0","0","0","887","538"
"awaitility-groovy","4.2.0","awaitility-groovy","2022-03-04","4.2.2","2024-08-07","update-available","org.awaitility","0","0","0","0","0","0","887","538"
"awaitility-kotlin","4.2.0","awaitility-kotlin","2022-03-04","4.2.2","2024-08-07","update-available","org.awaitility","0","0","0","0","0","0","887","538"
"awaitility-scala","4.2.0","awaitility-scala","2022-03-04","4.2.2","2024-08-07","update-available","org.awaitility","0","0","0","0","0","0","887","538"
"cache2k-api","2.6.1.Final","cache2k-api","2022-02-07","2.6.1.Final","2022-02-07","up-to-date","org.cache2k","0","0","0","0","0","0","0","1450"
"cache2k-config","2.6.1.Final","cache2k-config","2022-02-07","2.6.1.Final","2022-02-07","up-to-date","org.cache2k","0","0","0","0","0","0","0","1450"
"cache2k-core","2.6.1.Final","cache2k-core","2022-02-07","2.6.1.Final","2022-02-07","up-to-date","org.cache2k","0","0","0","0","0","0","0","1450"
"cache2k-jcache","2.6.1.Final","cache2k-jcache","2022-02-07","2.6.1.Final","2022-02-07","up-to-date","org.cache2k","0","0","0","0","0","0","0","1450"
"cache2k-micrometer","2.6.1.Final","cache2k-micrometer","2022-02-07","2.6.1.Final","2022-02-07","up-to-date","org.cache2k","0","0","0","0","0","0","0","1450"
"cache2k-spring","2.6.1.Final","cache2k-spring","2022-02-07","2.6.1.Final","2022-02-07","up-to-date","org.cache2k","0","0","0","0","0","0","0","1450"
"groovy","3.0.19","groovy","2023-08-22","3.0.25","2025-05-26","update-available","org.codehaus.groovy","0","0","0","0","0","0","643","246"
"groovy-ant","3.0.19","groovy-ant","2023-08-22","3.0.25","2025-05-26","update-available","org.codehaus.groovy","0","0","0","0","0","0","643","246"
"groovy-astbuilder","3.0.19","groovy-astbuilder","2023-08-22","3.0.25","2025-05-26","update-available","org.codehaus.groovy","0","0","0","0","0","0","643","246"
"groovy-bsf","3.0.19","groovy-bsf","2023-08-22","3.0.25","2025-05-26","update-available","org.codehaus.groovy","0","0","0","0","0","0","643","246"
"groovy-cli-commons","3.0.19","groovy-cli-commons","2023-08-22","3.0.25","2025-05-26","update-available","org.codehaus.groovy","0","0","0","0","0","0","643","246"
"groovy-cli-picocli","3.0.19","groovy-cli-picocli","2023-08-22","3.0.25","2025-05-26","update-available","org.codehaus.groovy","0","0","0","0","0","0","643","246"
"groovy-console","3.0.19","groovy-console","2023-08-22","3.0.25","2025-05-26","update-available","org.codehaus.groovy","0","0","0","0","0","0","643","246"
"groovy-datetime","3.0.19","groovy-datetime","2023-08-22","3.0.25","2025-05-26","update-available","org.codehaus.groovy","0","0","0","0","0","0","643","246"
"groovy-dateutil","3.0.19","groovy-dateutil","2023-08-22","3.0.25","2025-05-26","update-available","org.codehaus.groovy","0","0","0","0","0","0","643","246"
"groovy-docgenerator","3.0.19","groovy-docgenerator","2023-08-22","3.0.25","2025-05-26","update-available","org.codehaus.groovy","0","0","0","0","0","0","643","246"
"groovy-groovydoc","3.0.19","groovy-groovydoc","2023-08-22","3.0.25","2025-05-26","update-available","org.codehaus.groovy","0","0","0","0","0","0","643","246"
"groovy-groovysh","3.0.19","groovy-groovysh","2023-08-22","3.0.25","2025-05-26","update-available","org.codehaus.groovy","0","0","0","0","0","0","643","246"
"groovy-jaxb","3.0.19","groovy-jaxb","2023-08-22","3.0.25","2025-05-26","update-available","org.codehaus.groovy","0","0","0","0","0","0","643","246"
"groovy-jmx","3.0.19","groovy-jmx","2023-08-22","3.0.25","2025-05-26","update-available","org.codehaus.groovy","0","0","0","0","0","0","643","246"
"groovy-json","3.0.19","groovy-json","2023-08-22","3.0.25","2025-05-26","update-available","org.codehaus.groovy","0","0","0","0","0","0","643","246"
"groovy-jsr223","3.0.19","groovy-jsr223","2023-08-22","3.0.25","2025-05-26","update-available","org.codehaus.groovy","0","0","0","0","0","0","643","246"
"groovy-macro","3.0.19","groovy-macro","2023-08-22","3.0.25","2025-05-26","update-available","org.codehaus.groovy","0","0","0","0","0","0","643","246"
"groovy-nio","3.0.19","groovy-nio","2023-08-22","3.0.25","2025-05-26","update-available","org.codehaus.groovy","0","0","0","0","0","0","643","246"
"groovy-servlet","3.0.19","groovy-servlet","2023-08-22","3.0.25","2025-05-26","update-available","org.codehaus.groovy","0","0","0","0","0","0","643","246"
"groovy-sql","3.0.19","groovy-sql","2023-08-22","3.0.25","2025-05-26","update-available","org.codehaus.groovy","0","0","0","0","0","0","643","246"
"groovy-swing","3.0.19","groovy-swing","2023-08-22","3.0.25","2025-05-26","update-available","org.codehaus.groovy","0","0","0","0","0","0","643","246"
"groovy-templates","3.0.19","groovy-templates","2023-08-22","3.0.25","2025-05-26","update-available","org.codehaus.groovy","0","0","0","0","0","0","643","246"
"groovy-test","3.0.19","groovy-test","2023-08-22","3.0.25","2025-05-26","update-available","org.codehaus.groovy","0","0","0","0","0","0","643","246"
"groovy-test-junit5","3.0.19","groovy-test-junit5","2023-08-22","3.0.25","2025-05-26","update-available","org.codehaus.groovy","0","0","0","0","0","0","643","246"
"groovy-testng","3.0.19","groovy-testng","2023-08-22","3.0.25","2025-05-27","update-available","org.codehaus.groovy","0","0","0","0","0","0","644","245"
"groovy-xml","3.0.19","groovy-xml","2023-08-22","3.0.25","2025-05-27","update-available","org.codehaus.groovy","0","0","0","0","0","0","644","245"
"groovy-yaml","3.0.19","groovy-yaml","2023-08-22","3.0.25","2025-05-27","update-available","org.codehaus.groovy","0","0","0","0","0","0","644","245"
"commons-compiler","3.1.10","commons-compiler","2023-07-04","3.1.12","2024-02-06","update-available","org.codehaus.janino","0","0","0","0","0","0","217","721"
"commons-compiler-jdk","3.1.10","commons-compiler-jdk","2023-07-04","3.1.12","2024-02-06","update-available","org.codehaus.janino","0","0","0","0","0","0","217","721"
"janino","3.1.10","janino","2023-07-04","3.1.12","2024-02-06","update-available","org.codehaus.janino","0","0","0","0","0","0","217","721"
"apache-jsp","9.4.53.v20231009","apache-jsp","2023-10-09","9.4.53.v20231009","","skipped: not 3-part semver","org.eclipse.jetty","0","0","0","0","0","0","",""
"apache-jstl","9.4.53.v20231009","apache-jstl","2023-10-09","9.4.53.v20231009","","skipped: not 3-part semver","org.eclipse.jetty","0","0","0","0","0","0","",""
"infinispan-common","9.4.53.v20231009","infinispan-common","2023-10-09","9.4.53.v20231009","","skipped: not 3-part semver","org.eclipse.jetty","0","0","0","0","0","0","",""
"infinispan-embedded-query","9.4.53.v20231009","infinispan-embedded-query","2023-10-09","9.4.53.v20231009","","skipped: not 3-part semver","org.eclipse.jetty","0","0","0","0","0","0","",""
"infinispan-remote-query","9.4.53.v20231009","infinispan-remote-query","2023-10-09","9.4.53.v20231009","","skipped: not 3-part semver","org.eclipse.jetty","0","0","0","0","0","0","",""
"jetty-alpn-client","9.4.53.v20231009","jetty-alpn-client","2023-10-09","9.4.53.v20231009","","skipped: not 3-part semver","org.eclipse.jetty","0","0","0","0","0","0","",""
"jetty-alpn-conscrypt-client","9.4.53.v20231009","jetty-alpn-conscrypt-client","2023-10-09","9.4.53.v20231009","","skipped: not 3-part semver","org.eclipse.jetty","0","0","0","0","0","0","",""
"jetty-alpn-conscrypt-server","9.4.53.v20231009","jetty-alpn-conscrypt-server","2023-10-09","9.4.53.v20231009","","skipped: not 3-part semver","org.eclipse.jetty","0","0","0","0","0","0","",""
"jetty-alpn-java-client","9.4.53.v20231009","jetty-alpn-java-client","2023-10-09","9.4.53.v20231009","","skipped: not 3-part semver","org.eclipse.jetty","0","0","0","0","0","0","",""
"jetty-alpn-java-server","9.4.53.v20231009","jetty-alpn-java-server","2023-10-09","9.4.53.v20231009","","skipped: not 3-part semver","org.eclipse.jetty","0","0","0","0","0","0","",""
"jetty-alpn-openjdk8-client","9.4.53.v20231009","jetty-alpn-openjdk8-client","2023-10-09","9.4.53.v20231009","","skipped: not 3-part semver","org.eclipse.jetty","0","0","0","0","0","0","",""
"jetty-alpn-openjdk8-server","9.4.53.v20231009","jetty-alpn-openjdk8-server","2023-10-09","9.4.53.v20231009","","skipped: not 3-part semver","org.eclipse.jetty","0","0","0","0","0","0","",""
"jetty-alpn-server","9.4.53.v20231009","jetty-alpn-server","2023-10-09","9.4.53.v20231009","","skipped: not 3-part semver","org.eclipse.jetty","0","0","0","0","0","0","",""
"jetty-annotations","9.4.53.v20231009","jetty-annotations","2023-10-09","9.4.53.v20231009","","skipped: not 3-part semver","org.eclipse.jetty","0","0","0","0","0","0","",""
"jetty-ant","9.4.53.v20231009","jetty-ant","2023-10-09","9.4.53.v20231009","","skipped: not 3-part semver","org.eclipse.jetty","0","0","0","0","0","0","",""
